Date,Product,Quantity,Revenue
2025-10-10,Widget E,14,476
2025-01-09,Widget D,47,2115
2025-06-11,Widget A,45,2115
2025-02-16,Widget A,17,714
2025-04-09,Widget B,33,363
2025-09-18,Widget A,44,484
2025-07-21,Widget C,37,407
2025-09-08,Widget B,28,784
2025-10-03,Widget D,11,319
2025-08-29,Widget B,18,828
2025-03-13,Widget E,20,960
2025-10-20,Widget E,17,697
2025-07-19,Widget B,40,480
2025-08-14,Widget E,30,570
2025-11-25,Widget B,42,1470
2025-11-01,Widget B,21,420
2025-07-16,Widget A,10,350
2025-10-08,Widget C,22,704
2025-06-19,Widget D,30,420
2025-12-21,Widget D,21,945
2025-01-06,Widget B,18,522
2025-02-13,Widget C,22,220
2025-04-24,Widget D,6,96
2025-04-24,Widget B,23,368
2025-09-21,Widget C,39,1521
2025-07-25,Widget A,9,216
2025-11-21,Widget B,44,704
2025-12-23,Widget E,21,987
2025-11-09,Widget C,27,648
2025-12-23,Widget C,36,1584
2025-07-15,Widget A,11,198
2025-08-08,Widget D,36,504
2025-07-24,Widget E,2,100
2025-09-01,Widget E,20,280
2025-05-30,Widget D,19,323
2025-01-26,Widget E,39,702
2025-07-27,Widget E,5,185
2025-03-21,Widget D,24,576
2025-05-08,Widget D,27,351
2025-09-25,Widget D,9,216
2025-01-02,Widget E,13,507
2025-05-01,Widget D,23,575
2025-01-10,Widget A,42,1848
2025-10-24,Widget C,37,629
2025-12-01,Widget E,20,420
2025-09-28,Widget B,6,276
2025-02-02,Widget B,18,702
2025-01-11,Widget E,8,176
2025-11-04,Widget A,37,1369
2025-03-27,Widget B,28,1036
2025-12-04,Widget A,7,301
2025-10-26,Widget E,29,1276
2025-01-07,Widget D,31,1550
2025-09-19,Widget D,16,320
2025-05-30,Widget B,10,100
2025-11-21,Widget D,30,1500
2025-06-01,Widget A,40,1080
2025-08-20,Widget D,24,696
2025-04-12,Widget E,20,400
2025-10-12,Widget B,49,637
2025-11-01,Widget C,43,989
2025-04-21,Widget A,8,152
2025-11-11,Widget C,24,576
2025-03-22,Widget B,30,960
2025-10-24,Widget B,38,494
2025-04-13,Widget B,40,520
2025-08-08,Widget A,18,450
2025-01-25,Widget B,4,44
2025-09-19,Widget A,7,168
2025-03-02,Widget E,20,480
2025-12-15,Widget B,30,960
2025-01-28,Widget A,22,594
2025-06-13,Widget A,48,2352
2025-09-30,Widget C,45,1530
2025-07-27,Widget B,50,750
2025-12-05,Widget B,13,182
2025-08-25,Widget C,38,1786
2025-06-03,Widget D,20,260
2025-03-06,Widget A,42,1218
2025-04-11,Widget C,50,1300
2025-12-10,Widget B,18,684
2025-12-10,Widget C,47,564
2025-10-31,Widget B,17,204
2025-01-25,Widget D,30,1050
2025-11-03,Widget B,46,1886
2025-05-27,Widget C,35,1680
2025-07-10,Widget D,9,369
2025-03-10,Widget A,24,1056
2025-08-20,Widget B,27,702
2025-08-23,Widget D,37,481
2025-04-07,Widget E,30,660
2025-08-10,Widget C,42,798
2025-06-14,Widget C,22,748
2025-04-16,Widget E,48,480
2025-02-24,Widget E,44,1628
2025-02-11,Widget A,48,1392
2025-04-16,Widget A,17,306
2025-05-24,Widget D,42,924
2025-01-26,Widget B,44,1276
2025-06-18,Widget B,27,837
2025-06-11,Widget A,7,189
2025-10-26,Widget D,5,55
2025-05-23,Widget E,42,1764
2025-02-12,Widget C,24,456
2025-05-19,Widget A,16,496
2025-11-30,Widget B,24,768
2025-05-27,Widget A,31,496
2025-09-17,Widget C,42,1722
2025-09-18,Widget A,35,350
2025-09-24,Widget E,46,1150
2025-07-09,Widget E,23,989
2025-10-01,Widget A,35,1085
2025-03-02,Widget A,35,1610
2025-07-06,Widget B,23,736
2025-08-22,Widget C,47,1316
2025-12-11,Widget C,45,1305
2025-06-24,Widget E,3,99
2025-09-10,Widget A,27,648
2025-06-24,Widget D,8,144
2025-09-03,Widget B,43,1075
2025-10-19,Widget E,12,324
2025-03-09,Widget A,48,960
2025-12-15,Widget C,29,464
2025-04-21,Widget B,10,390
2025-08-04,Widget D,49,2009
2025-07-14,Widget E,43,1333
2025-10-11,Widget E,5,100
2025-05-13,Widget E,19,950
2025-11-01,Widget A,21,903
2025-06-11,Widget A,6,192
2025-02-12,Widget D,9,207
2025-02-25,Widget A,14,420
2025-03-11,Widget A,42,1848
2025-03-02,Widget A,13,208
2025-10-27,Widget B,8,208
2025-05-11,Widget C,42,756
2025-06-19,Widget C,10,410
2025-05-21,Widget D,37,851
2025-07-22,Widget E,23,575
2025-08-12,Widget E,18,180
2025-04-14,Widget A,33,1584
2025-05-13,Widget C,30,990
2025-04-11,Widget D,31,372
2025-08-23,Widget A,35,1715
2025-02-11,Widget D,29,638
2025-06-03,Widget D,21,399
2025-01-11,Widget D,36,1548
2025-05-23,Widget B,47,1880
2025-02-14,Widget E,29,812
2025-12-15,Widget B,38,1482
2025-10-04,Widget D,3,87
2025-11-14,Widget D,10,320
2025-07-07,Widget C,7,266
2025-06-25,Widget E,35,1715
2025-02-26,Widget C,6,180
2025-09-03,Widget A,10,220
2025-09-08,Widget C,46,644
2025-04-10,Widget A,32,736
2025-08-11,Widget A,25,1075
2025-03-30,Widget A,31,1364
2025-07-21,Widget A,41,410
2025-12-29,Widget B,20,780
2025-07-29,Widget A,5,120
2025-04-03,Widget A,7,245
2025-02-21,Widget A,41,1640
2025-12-27,Widget C,16,464
2025-08-03,Widget E,16,528
2025-04-07,Widget B,26,962
2025-05-17,Widget D,14,224
2025-12-29,Widget D,49,980
2025-07-01,Widget B,4,112
2025-03-09,Widget A,44,2156
2025-12-06,Widget C,2,66
2025-03-14,Widget E,19,722
2025-03-14,Widget B,38,1330
2025-04-11,Widget E,38,494
2025-08-27,Widget C,21,420
2025-01-25,Widget E,12,336
2025-07-07,Widget A,4,40
2025-05-06,Widget D,13,585
2025-07-05,Widget C,15,585
2025-06-28,Widget D,8,104
2025-09-29,Widget B,24,744
2025-12-07,Widget B,45,1170
2025-10-27,Widget A,43,774
2025-02-11,Widget D,39,936
2025-07-20,Widget A,4,192
2025-10-20,Widget B,15,240
2025-11-16,Widget A,15,270
2025-07-14,Widget D,26,650
2025-09-24,Widget A,48,2256
2025-10-22,Widget E,21,651
2025-10-09,Widget A,21,714
2025-02-24,Widget C,42,2058
2025-01-20,Widget D,11,429
2025-01-03,Widget A,14,602
2025-01-02,Widget B,26,962
2025-02-08,Widget A,28,980
2025-10-08,Widget A,24,336
2025-01-20,Widget C,16,672
2025-01-23,Widget E,2,22
2025-07-23,Widget E,42,672
2025-06-18,Widget C,3,129
2025-06-13,Widget C,20,780
2025-04-09,Widget D,21,1008
2025-10-04,Widget A,34,680
2025-10-05,Widget B,40,920
2025-02-03,Widget E,50,2050
2025-11-15,Widget E,50,1650
2025-12-05,Widget E,43,1161
2025-09-30,Widget D,26,1118
2025-08-08,Widget B,27,270
2025-08-03,Widget C,26,910
2025-07-10,Widget A,36,432
2025-11-29,Widget D,38,494
2025-06-10,Widget A,42,462
2025-08-20,Widget B,7,231
2025-01-11,Widget A,13,182
2025-05-13,Widget C,22,418
2025-10-28,Widget B,13,299
2025-12-14,Widget C,12,288
2025-06-01,Widget E,36,540
2025-06-10,Widget B,47,1081
2025-02-10,Widget C,25,550
2025-08-27,Widget D,31,1023
2025-07-22,Widget D,29,1247
2025-04-07,Widget B,27,378
2025-02-13,Widget C,46,1058
2025-05-06,Widget B,23,851
2025-02-05,Widget D,20,700
2025-08-26,Widget C,3,42
2025-04-22,Widget A,44,528
2025-12-31,Widget D,12,168
2025-04-24,Widget B,46,782
2025-03-24,Widget B,44,880
2025-05-06,Widget E,38,1216
2025-10-16,Widget C,32,1504
2025-02-11,Widget B,36,756
2025-12-01,Widget C,45,1710
2025-12-20,Widget C,15,510
2025-05-07,Widget A,31,1240
2025-09-29,Widget E,3,129
2025-05-28,Widget B,30,600
2025-01-17,Widget E,4,40
2025-09-14,Widget A,37,925
2025-06-24,Widget D,9,306
2025-02-28,Widget E,38,798
2025-12-15,Widget E,32,448
2025-10-08,Widget D,6,264
2025-07-18,Widget D,30,1440
2025-09-20,Widget A,5,135
2025-02-26,Widget E,21,1050
2025-07-26,Widget B,14,490
2025-05-13,Widget B,30,480
2025-09-24,Widget E,47,2350
2025-06-28,Widget E,42,2100
2025-11-04,Widget B,7,350
2025-10-28,Widget D,14,294
2025-05-24,Widget C,29,1450
2025-10-14,Widget C,49,2156
2025-08-27,Widget A,45,1620
2025-02-24,Widget E,2,38
2025-11-09,Widget A,22,1012
2025-11-17,Widget B,18,270
2025-01-29,Widget B,39,1170
2025-08-07,Widget B,23,1104
2025-01-07,Widget C,37,1628
2025-02-21,Widget C,29,986
2025-08-27,Widget C,30,690
2025-07-02,Widget D,37,999
2025-09-07,Widget A,13,494
2025-01-21,Widget A,49,637
2025-10-29,Widget B,17,255
2025-07-14,Widget B,34,1394
2025-11-28,Widget C,30,690
2025-04-18,Widget E,19,285
2025-10-19,Widget B,2,36
2025-08-22,Widget E,10,170
2025-07-16,Widget A,29,783
2025-07-01,Widget B,13,286
2025-05-28,Widget D,33,891
2025-01-07,Widget E,2,70
2025-11-28,Widget A,18,774
2025-05-05,Widget A,13,572
2025-06-13,Widget C,20,640
2025-12-26,Widget A,28,1344
2025-09-14,Widget B,28,616
2025-03-05,Widget E,29,986
2025-04-12,Widget A,19,855
2025-08-19,Widget C,1,47
2025-02-16,Widget A,49,1862
2025-07-26,Widget E,40,1640
2025-10-24,Widget A,42,1050
2025-10-26,Widget A,29,754
2025-03-06,Widget A,50,2300
2025-09-12,Widget C,5,195
2025-03-19,Widget E,33,1320
2025-12-16,Widget C,34,1326
2025-04-22,Widget B,8,120
2025-05-23,Widget C,38,380
2025-11-30,Widget A,39,1482
2025-02-02,Widget B,14,574
2025-02-06,Widget E,35,1295
2025-02-16,Widget D,32,1056
2025-02-01,Widget C,41,1066
2025-04-09,Widget E,13,520
2025-06-13,Widget A,8,120
2025-06-04,Widget C,13,364
2025-11-03,Widget E,18,396
2025-08-03,Widget E,19,779
2025-03-08,Widget A,34,748
2025-01-13,Widget E,39,546
2025-06-24,Widget D,32,1216
2025-02-16,Widget D,28,448
2025-08-29,Widget A,1,25
2025-01-31,Widget C,3,147
2025-12-30,Widget A,19,950
2025-10-21,Widget C,1,34
2025-10-16,Widget D,17,612
2025-09-22,Widget C,22,858
2025-01-08,Widget E,2,78
2025-09-18,Widget D,35,1050
2025-06-07,Widget D,23,1012
2025-11-09,Widget E,13,585
2025-09-18,Widget E,32,992
2025-03-15,Widget C,38,988
2025-11-23,Widget E,7,161
2025-09-11,Widget D,46,736
2025-04-25,Widget D,34,1564
2025-06-19,Widget C,6,204
2025-05-28,Widget A,38,1254
2025-08-29,Widget E,1,34
2025-07-18,Widget B,27,1296
2025-01-13,Widget C,5,115
2025-02-06,Widget A,26,1170
2025-03-01,Widget A,17,765
2025-12-16,Widget A,44,1672
2025-01-18,Widget B,49,1323
2025-01-22,Widget E,25,1225
2025-02-23,Widget A,15,615
2025-11-16,Widget E,29,899
2025-11-27,Widget C,4,84
2025-11-05,Widget A,36,504
2025-12-17,Widget E,11,264
2025-11-30,Widget A,43,731
2025-04-14,Widget D,24,1176
2025-07-05,Widget C,5,130
2025-05-20,Widget B,1,12
2025-10-27,Widget B,39,390
2025-01-06,Widget D,38,1140
2025-04-26,Widget D,50,600
2025-03-18,Widget A,28,1036
2025-07-04,Widget D,43,2150
2025-04-06,Widget B,42,2016
2025-09-26,Widget D,40,960
2025-11-12,Widget E,8,376
2025-02-05,Widget E,3,60
2025-01-11,Widget E,49,980
2025-02-19,Widget E,26,754
2025-07-09,Widget D,48,864
2025-12-30,Widget B,47,1974
2025-12-09,Widget C,49,735
2025-11-21,Widget A,27,999
2025-06-07,Widget B,15,510
2025-10-18,Widget B,15,360
2025-12-07,Widget B,18,594
2025-04-02,Widget E,21,819
2025-08-24,Widget A,18,666
2025-09-05,Widget E,18,774
2025-01-18,Widget D,8,296
2025-08-12,Widget A,15,435
2025-04-04,Widget E,48,1392
2025-06-09,Widget D,7,266
2025-04-11,Widget B,6,300
2025-08-07,Widget B,24,1152
2025-07-04,Widget E,3,60
2025-11-20,Widget A,27,621
2025-05-25,Widget B,23,506
2025-04-05,Widget C,9,333
2025-10-14,Widget B,49,1911
2025-02-05,Widget B,38,1862
2025-02-21,Widget E,1,37
2025-01-12,Widget B,43,1118
2025-09-20,Widget B,30,1440
2025-08-23,Widget D,43,1075
2025-06-26,Widget C,3,126
2025-11-04,Widget E,46,2070
2025-04-23,Widget E,40,1840
2025-04-01,Widget E,30,870
2025-12-27,Widget D,28,1148
2025-02-12,Widget B,29,667
2025-05-23,Widget A,49,1862
2025-12-10,Widget D,24,336
2025-06-22,Widget B,18,558
2025-05-12,Widget C,35,735
2025-08-09,Widget A,8,344
2025-05-10,Widget D,21,1050
2025-12-30,Widget D,31,310
2025-11-23,Widget A,28,1036
2025-10-01,Widget A,46,1886
2025-01-03,Widget B,31,1302
2025-04-08,Widget B,34,1700
2025-07-15,Widget A,21,378
2025-09-23,Widget B,28,1232
2025-11-25,Widget C,31,496
2025-05-29,Widget A,42,546
2025-04-19,Widget D,37,444
2025-12-13,Widget B,45,450
2025-08-27,Widget C,3,123
2025-06-22,Widget A,9,297
2025-09-20,Widget A,36,936
2025-10-14,Widget C,18,630
2025-05-27,Widget E,34,1190
2025-04-03,Widget E,47,2303
2025-06-12,Widget D,39,1404
2025-07-03,Widget C,5,115
2025-11-20,Widget B,14,406
2025-06-20,Widget B,27,999
2025-11-10,Widget E,36,1224
2025-10-19,Widget B,3,123
2025-07-31,Widget D,13,624
2025-05-05,Widget D,30,1230
2025-10-23,Widget C,41,1845
2025-12-29,Widget A,37,1406
2025-06-19,Widget A,6,246
2025-07-27,Widget E,35,1225
2025-07-07,Widget A,45,1080
2025-11-10,Widget C,23,299
2025-12-22,Widget C,47,752
2025-09-05,Widget C,19,323
2025-07-11,Widget D,18,288
2025-01-03,Widget D,45,1845
2025-05-13,Widget B,23,966
2025-02-24,Widget C,30,420
2025-11-03,Widget B,11,143
2025-02-22,Widget E,40,1600
2025-01-28,Widget E,44,924
2025-11-06,Widget A,37,1591
2025-04-24,Widget D,39,1755
2025-07-14,Widget D,38,1710
2025-07-09,Widget D,45,1890
2025-01-23,Widget E,14,532
2025-06-06,Widget D,38,1330
2025-02-04,Widget C,18,450
2025-06-29,Widget D,37,592
2025-08-11,Widget C,4,144
2025-04-05,Widget C,30,330
2025-04-16,Widget E,48,1440
2025-06-06,Widget C,40,1400
2025-07-15,Widget E,36,1620
2025-09-13,Widget C,10,310
2025-09-19,Widget D,29,1131
2025-08-20,Widget C,15,495
2025-10-22,Widget E,50,1250
2025-09-06,Widget E,12,264
2025-12-19,Widget B,25,400
2025-12-22,Widget E,20,720
2025-02-20,Widget C,47,658
2025-08-07,Widget D,9,441
2025-10-24,Widget C,41,410
2025-11-12,Widget E,12,276
2025-11-20,Widget C,50,850
2025-06-12,Widget E,14,308
2025-02-04,Widget A,2,34
2025-11-22,Widget E,25,775
2025-05-03,Widget D,33,1485
2025-02-17,Widget D,16,640
2025-03-24,Widget D,6,264
2025-11-05,Widget C,1,46
2025-12-15,Widget C,31,310
2025-05-21,Widget C,32,384
2025-07-25,Widget D,36,1152
2025-10-15,Widget C,49,2450
2025-05-31,Widget E,31,1209
2025-06-02,Widget E,5,135
2025-01-01,Widget E,49,1813
2025-09-09,Widget B,26,624
2025-09-18,Widget D,15,270
2025-06-24,Widget D,2,62
2025-03-15,Widget D,36,1152
2025-10-29,Widget B,33,528
2025-10-06,Widget B,35,980
2025-03-14,Widget A,44,2156
2025-05-16,Widget B,46,1886
2025-07-31,Widget E,50,1100
2025-10-31,Widget D,6,282
2025-11-10,Widget C,7,210
2025-10-02,Widget A,37,1591
2025-05-11,Widget C,25,525
2025-09-06,Widget C,27,1188
2025-03-15,Widget D,2,22
2025-02-28,Widget A,19,551
2025-10-28,Widget D,9,441
2025-01-05,Widget A,39,819
2025-01-12,Widget C,11,550
2025-04-20,Widget C,19,437
2025-10-21,Widget A,40,640
2025-05-09,Widget A,33,594
2025-07-17,Widget A,43,1333
2025-02-24,Widget A,28,1288
2025-11-10,Widget E,50,800
2025-01-14,Widget D,31,465
2025-10-19,Widget C,31,1054
2025-05-26,Widget C,6,180
2025-04-04,Widget B,28,1148
2025-06-17,Widget A,10,250
2025-05-03,Widget C,36,1152
2025-05-12,Widget C,30,1050
2025-01-21,Widget D,8,272
2025-07-27,Widget E,16,656
2025-08-21,Widget C,29,1247
2025-01-04,Widget A,34,1326
2025-12-07,Widget D,24,600
2025-09-18,Widget A,47,1786
2025-11-18,Widget D,22,352
2025-12-15,Widget E,44,1848
2025-10-18,Widget A,50,2100
2025-01-16,Widget A,41,410
2025-01-06,Widget D,31,1488
2025-05-14,Widget D,19,874
2025-09-29,Widget A,28,896
2025-07-17,Widget B,45,1710
2025-08-27,Widget B,4,168
2025-07-10,Widget C,19,456
2025-01-25,Widget A,18,666
2025-09-01,Widget E,20,460
2025-03-23,Widget A,25,1200
2025-12-27,Widget B,22,1012
2025-03-08,Widget C,27,540
2025-07-16,Widget E,25,500
2025-04-06,Widget D,47,1222
2025-04-05,Widget A,9,450
2025-08-04,Widget A,40,1760
2025-01-27,Widget C,2,74
2025-01-13,Widget A,23,391
2025-12-20,Widget A,43,1419
2025-06-18,Widget C,21,1050
2025-02-01,Widget E,50,950
2025-03-25,Widget E,20,640
2025-05-21,Widget E,18,648
2025-08-26,Widget B,40,1760
2025-10-22,Widget A,19,551
2025-07-30,Widget D,28,980
2025-05-22,Widget C,7,231
2025-08-17,Widget B,32,960
2025-10-03,Widget D,32,1408
2025-02-25,Widget D,33,462
2025-09-20,Widget D,23,483
2025-02-28,Widget E,6,246
2025-09-06,Widget C,39,1638
2025-11-19,Widget D,8,312
2025-06-03,Widget B,40,1960
2025-07-13,Widget B,29,1044
2025-04-22,Widget C,20,200
2025-06-10,Widget A,1,26
2025-10-06,Widget E,5,115
2025-10-05,Widget B,30,1440
2025-12-25,Widget A,49,1176
2025-10-15,Widget C,23,529
2025-03-12,Widget B,1,35
2025-03-12,Widget C,37,851
2025-06-08,Widget C,30,300
2025-11-11,Widget E,3,102
2025-12-30,Widget A,46,1104
2025-03-15,Widget D,48,1296
2025-06-13,Widget A,15,660
2025-05-21,Widget C,33,627
2025-04-08,Widget E,33,627
2025-04-26,Widget D,45,2025
2025-03-27,Widget C,45,1350
2025-09-02,Widget B,25,1025
2025-05-17,Widget D,47,1645
2025-06-15,Widget C,4,40
2025-11-22,Widget C,40,1880
2025-04-30,Widget C,46,2208
2025-02-21,Widget D,44,1760
2025-10-19,Widget B,42,672
2025-06-03,Widget A,12,384
2025-08-14,Widget C,43,1419
2025-04-21,Widget A,23,1104
2025-12-04,Widget C,21,462
2025-07-31,Widget A,38,836
2025-09-12,Widget B,20,440
2025-12-21,Widget A,43,1634
2025-05-14,Widget C,25,1250
2025-01-09,Widget D,14,322
2025-07-08,Widget B,33,561
2025-05-18,Widget A,35,1015
2025-05-28,Widget A,46,2162
2025-07-08,Widget E,15,300
2025-07-16,Widget A,7,280
2025-03-05,Widget C,50,2200
2025-11-26,Widget A,25,350
2025-01-01,Widget A,22,748
2025-05-01,Widget B,16,384
2025-06-18,Widget C,39,1092
2025-05-14,Widget D,42,1680
2025-08-12,Widget B,19,323
2025-05-29,Widget A,26,442
2025-11-28,Widget C,25,375
2025-07-28,Widget E,50,550
2025-09-09,Widget B,28,756
2025-04-16,Widget E,50,2350
2025-12-20,Widget C,29,319
2025-03-31,Widget D,50,1950
2025-07-03,Widget C,18,396
2025-05-26,Widget C,1,44
2025-03-04,Widget D,17,527
2025-08-18,Widget C,24,744
2025-08-11,Widget E,20,720
2025-08-19,Widget A,41,1968
2025-05-09,Widget D,19,551
2025-08-28,Widget C,40,1600
2025-04-01,Widget E,39,1248
2025-12-24,Widget D,32,1536
2025-06-27,Widget B,49,1617
2025-11-16,Widget B,41,1476
2025-08-09,Widget A,21,966
2025-10-18,Widget E,42,882
2025-06-24,Widget C,32,736
2025-03-10,Widget A,34,374
2025-03-25,Widget C,15,705
2025-02-27,Widget D,4,44
2025-12-27,Widget E,41,984
2025-04-05,Widget E,14,686
2025-04-26,Widget D,1,49
2025-11-29,Widget A,40,1520
2025-02-03,Widget C,50,1450
2025-01-07,Widget E,19,646
2025-11-24,Widget D,33,495
2025-03-04,Widget B,24,576
2025-10-19,Widget D,11,297
2025-04-22,Widget A,34,714
2025-07-03,Widget A,13,481
2025-04-02,Widget D,49,1813
2025-05-27,Widget B,7,231
2025-12-11,Widget A,49,1960
2025-09-18,Widget D,20,840
2025-09-08,Widget B,45,1395
2025-04-11,Widget B,42,2058
2025-11-14,Widget D,24,288
2025-03-06,Widget B,29,406
2025-08-24,Widget A,35,490
2025-10-11,Widget C,49,1617
2025-12-12,Widget C,12,252
2025-01-28,Widget E,28,812
2025-11-03,Widget A,26,936
2025-01-27,Widget A,8,208
2025-02-21,Widget C,3,132
2025-07-17,Widget E,17,714
2025-04-08,Widget D,38,1710
2025-01-31,Widget E,31,1395
2025-02-13,Widget A,44,1892
2025-01-25,Widget D,13,260
2025-11-13,Widget C,33,1386
2025-10-27,Widget D,47,1692
2025-01-12,Widget B,11,220
2025-11-10,Widget C,27,486
2025-12-15,Widget D,17,578
2025-08-07,Widget C,24,264
2025-08-07,Widget C,25,1075
2025-10-14,Widget C,49,2107
2025-02-26,Widget B,12,324
2025-01-28,Widget C,7,98
2025-07-31,Widget B,48,1536
2025-01-23,Widget D,7,266
2025-03-10,Widget A,49,1421
2025-02-28,Widget A,9,126
2025-02-27,Widget B,14,504
2025-10-25,Widget A,17,816
2025-12-11,Widget C,28,616
2025-10-15,Widget A,31,1488
2025-12-12,Widget D,20,580
2025-09-14,Widget C,35,1680
2025-05-27,Widget D,23,690
2025-07-06,Widget D,33,1122
2025-08-22,Widget A,20,860
2025-12-27,Widget E,34,544
2025-06-25,Widget E,17,833
2025-07-25,Widget B,22,1012
2025-01-28,Widget B,12,120
2025-09-08,Widget C,45,1710
2025-10-04,Widget D,4,108
2025-01-05,Widget C,39,429
2025-12-22,Widget E,44,1892
2025-08-15,Widget D,33,495
2025-11-27,Widget B,50,2200
2025-06-04,Widget E,1,36
2025-01-27,Widget B,34,1122
2025-08-23,Widget B,19,532
2025-05-15,Widget C,25,1225
2025-09-05,Widget D,34,1020
2025-01-30,Widget E,14,560
2025-04-13,Widget D,20,300
2025-08-28,Widget E,33,1551
2025-10-09,Widget A,21,777
2025-10-18,Widget A,13,325
2025-03-30,Widget E,42,966
2025-09-02,Widget E,26,1144
2025-09-20,Widget D,8,176
2025-07-16,Widget C,16,432
2025-12-29,Widget E,31,341
2025-07-05,Widget B,47,611
2025-01-21,Widget C,26,962
2025-12-12,Widget E,15,225
2025-09-24,Widget D,19,399
2025-10-18,Widget B,46,552
2025-11-20,Widget E,39,429
2025-11-01,Widget D,39,468
2025-02-04,Widget C,5,245
2025-12-25,Widget A,47,1363
2025-10-12,Widget C,32,1120
2025-04-21,Widget A,39,1872
2025-08-12,Widget A,40,1320
2025-07-14,Widget D,43,516
2025-02-24,Widget D,42,1638
2025-10-02,Widget E,49,1960
2025-01-24,Widget B,31,1147
2025-08-19,Widget A,33,1452
2025-05-23,Widget D,13,624
2025-09-01,Widget D,28,1204
2025-10-02,Widget E,48,1632
2025-12-29,Widget B,9,414
2025-09-25,Widget E,27,540
2025-10-30,Widget E,19,836
2025-02-14,Widget A,13,325
2025-12-27,Widget A,35,770
2025-04-06,Widget B,33,1287
2025-01-16,Widget C,26,1274
2025-11-19,Widget B,44,792
2025-07-22,Widget C,8,224
2025-03-14,Widget A,11,143
2025-09-26,Widget B,43,1333
2025-03-27,Widget B,2,32
2025-01-08,Widget E,14,434
2025-04-16,Widget D,27,648
2025-10-27,Widget D,48,1488
2025-04-11,Widget C,18,810
2025-07-21,Widget E,37,1554
2025-06-01,Widget A,26,286
2025-08-23,Widget E,24,1200
2025-09-13,Widget D,6,294
2025-09-03,Widget E,24,600
2025-03-11,Widget D,4,172
2025-02-16,Widget B,38,1786
2025-04-21,Widget C,2,24
2025-04-28,Widget E,9,315
2025-02-16,Widget D,15,405
2025-06-22,Widget C,5,205
2025-01-09,Widget C,21,1050
2025-08-17,Widget C,14,476
2025-02-22,Widget B,37,1628
2025-07-23,Widget B,38,456
2025-08-30,Widget D,22,638
2025-10-23,Widget C,48,2208
2025-11-13,Widget C,49,1715
2025-01-13,Widget C,45,1350
2025-07-16,Widget C,24,1080
2025-09-07,Widget B,1,28
2025-05-16,Widget C,39,1794
2025-03-15,Widget B,38,1786
2025-11-10,Widget C,20,660
2025-01-09,Widget C,5,50
2025-04-01,Widget C,43,1591
2025-03-29,Widget E,15,555
2025-07-07,Widget C,23,483
2025-03-04,Widget A,2,80
2025-07-15,Widget B,33,594
2025-09-06,Widget D,27,1215
2025-06-14,Widget A,44,924
2025-06-26,Widget D,31,1457
2025-11-06,Widget D,23,690
2025-01-22,Widget C,47,1598
2025-06-04,Widget C,17,595
2025-06-04,Widget C,10,370
2025-11-10,Widget A,21,651
2025-08-01,Widget C,26,598
2025-04-07,Widget D,27,1323
2025-04-12,Widget E,9,297
2025-04-17,Widget E,50,1600
2025-11-08,Widget B,24,528
2025-04-23,Widget D,16,432
2025-02-03,Widget D,19,380
2025-03-31,Widget D,29,522
2025-11-20,Widget D,9,243
2025-12-04,Widget E,13,182
2025-09-04,Widget E,50,1050
2025-03-30,Widget B,3,57
2025-10-29,Widget B,37,888
2025-10-15,Widget D,2,96
2025-01-08,Widget A,26,624
2025-02-02,Widget E,39,1911
2025-11-11,Widget B,47,2115
2025-03-08,Widget C,29,522
2025-06-30,Widget D,5,85
2025-06-02,Widget B,27,1350
2025-05-26,Widget C,33,1518
2025-11-23,Widget A,14,630
2025-09-08,Widget E,48,912
2025-08-23,Widget C,24,504
2025-07-17,Widget B,8,240
2025-11-17,Widget D,4,76
2025-12-25,Widget A,19,513
2025-04-04,Widget E,5,220
2025-02-16,Widget D,18,684
2025-10-22,Widget A,32,640
2025-05-18,Widget D,48,1680
2025-04-12,Widget A,45,855
2025-06-09,Widget C,29,1160
2025-07-21,Widget D,36,792
2025-08-08,Widget B,19,285
2025-10-15,Widget B,1,19
2025-11-11,Widget B,25,350
2025-05-09,Widget C,29,464
2025-09-21,Widget C,27,1188
2025-07-17,Widget C,46,2254
2025-05-04,Widget B,47,1128
2025-10-24,Widget D,40,1400
2025-02-08,Widget B,10,440
2025-07-28,Widget B,50,650
2025-01-18,Widget B,35,1365
2025-04-19,Widget B,46,2300
2025-09-20,Widget E,16,400
2025-10-17,Widget A,18,252
2025-09-14,Widget D,42,756
2025-01-30,Widget B,3,75
2025-05-07,Widget E,49,1372
2025-05-01,Widget B,22,616
2025-08-04,Widget E,3,123
2025-05-22,Widget C,38,1748
2025-04-08,Widget B,12,456
2025-12-31,Widget D,14,210
2025-12-28,Widget C,4,84
2025-12-10,Widget E,43,1763
2025-09-25,Widget E,18,666
2025-02-28,Widget B,6,216
2025-11-06,Widget D,32,768
2025-01-27,Widget D,33,1155
2025-08-30,Widget D,48,2208
2025-08-17,Widget C,26,1196
2025-01-24,Widget B,26,1222
2025-03-27,Widget A,7,266
2025-01-06,Widget A,21,252
2025-04-01,Widget A,14,392
2025-09-05,Widget C,20,420
2025-04-14,Widget C,26,1170
2025-04-02,Widget B,31,992
2025-06-22,Widget A,29,1044
2025-08-27,Widget B,2,64
2025-01-29,Widget B,28,336
2025-10-01,Widget E,28,532
2025-11-21,Widget E,40,1720
2025-01-12,Widget E,14,630
2025-12-31,Widget E,49,1421
2025-02-03,Widget C,49,1519
2025-07-08,Widget B,47,1974
