Date,Product,Quantity,Revenue
2025-01-07,Widget C,46,1518
2025-01-07,Widget A,29,1131
2025-05-12,Widget E,38,950
2025-05-07,Widget E,18,576
2025-12-04,Widget A,33,1155
2025-10-25,Widget E,24,432
2025-08-09,Widget C,19,399
2025-06-02,Widget C,36,900
2025-01-04,Widget A,6,180
2025-08-27,Widget A,9,423
2025-10-09,Widget A,9,243
2025-04-08,Widget A,1,38
2025-01-23,Widget E,12,180
2025-02-21,Widget E,6,168
2025-05-30,Widget E,19,437
2025-07-01,Widget E,46,2070
2025-11-19,Widget B,37,851
2025-01-21,Widget B,30,1410
2025-05-04,Widget D,10,280
2025-03-13,Widget E,22,550
2025-07-10,Widget E,23,253
2025-09-09,Widget C,35,1260
2025-01-04,Widget D,16,704
2025-10-05,Widget C,2,52
2025-02-18,Widget A,20,220
2025-09-11,Widget D,24,984
2025-04-19,Widget E,39,1326
2025-11-06,Widget A,33,924
2025-07-20,Widget A,39,1131
2025-07-10,Widget E,20,680
2025-01-13,Widget E,34,1224
2025-02-14,Widget C,30,330
2025-10-25,Widget D,40,1040
2025-10-05,Widget C,43,430
2025-11-14,Widget E,30,1170
2025-05-24,Widget B,45,1080
2025-06-02,Widget C,16,240
2025-04-01,Widget D,37,1517
2025-08-03,Widget E,44,1012
2025-10-11,Widget E,37,666
2025-08-09,Widget C,47,517
2025-08-10,Widget D,22,682
2025-09-11,Widget B,39,1599
2025-11-13,Widget C,40,1320
2025-08-30,Widget A,34,1326
2025-05-12,Widget D,49,2058
2025-11-16,Widget E,16,368
2025-11-07,Widget C,42,1890
2025-08-30,Widget A,38,1444
2025-06-22,Widget A,34,1190
2025-01-18,Widget C,45,765
2025-08-15,Widget C,25,1250
2025-05-22,Widget A,30,1290
2025-05-11,Widget B,1,18
2025-06-27,Widget E,18,594
2025-09-18,Widget A,5,195
2025-05-24,Widget A,23,736
2025-03-29,Widget C,32,416
2025-06-08,Widget C,27,918
2025-08-22,Widget D,40,400
2025-01-15,Widget E,30,600
2025-02-10,Widget D,49,1323
2025-05-01,Widget D,23,1104
2025-08-09,Widget E,45,1305
2025-12-12,Widget B,6,180
2025-09-28,Widget A,38,1824
2025-03-05,Widget B,13,351
2025-02-19,Widget A,33,561
2025-05-20,Widget D,8,384
2025-06-10,Widget A,3,39
2025-09-09,Widget C,5,85
2025-08-16,Widget A,17,357
2025-09-29,Widget D,26,650
2025-06-14,Widget D,4,92
2025-08-13,Widget D,36,1476
2025-09-26,Widget D,20,220
2025-08-05,Widget C,45,1080
2025-02-14,Widget B,34,1054
2025-06-28,Widget B,21,441
2025-05-22,Widget E,16,672
2025-11-15,Widget E,13,468
2025-11-15,Widget C,20,600
2025-03-26,Widget A,30,330
2025-07-08,Widget D,14,364
2025-07-18,Widget B,37,1517
2025-12-01,Widget D,9,432
2025-10-18,Widget B,45,1800
2025-02-26,Widget B,8,272
2025-09-23,Widget A,49,1176
2025-09-17,Widget C,35,1505
2025-02-28,Widget C,6,78
2025-05-03,Widget D,45,1125
2025-01-07,Widget C,36,684
2025-10-22,Widget D,45,2205
2025-04-11,Widget A,24,888
2025-08-20,Widget E,43,1849
2025-05-05,Widget E,12,156
2025-05-15,Widget D,9,207
2025-05-14,Widget E,41,1476
2025-11-25,Widget E,29,1247
2025-02-23,Widget C,12,120
2025-04-23,Widget A,31,1023
2025-12-24,Widget D,42,1428
2025-04-30,Widget D,32,1280
2025-11-22,Widget A,26,1118
2025-02-13,Widget B,28,588
2025-01-14,Widget E,3,84
2025-12-14,Widget E,26,598
2025-01-13,Widget B,19,190
2025-10-07,Widget B,42,462
2025-05-02,Widget E,20,620
2025-12-24,Widget B,15,180
2025-11-21,Widget B,23,874
2025-04-07,Widget C,34,544
2025-05-24,Widget A,37,1073
2025-12-12,Widget E,26,1092
2025-08-22,Widget A,32,992
2025-05-14,Widget D,1,27
2025-03-01,Widget C,2,56
2025-12-29,Widget B,33,1122
2025-06-14,Widget E,4,148
2025-01-25,Widget E,2,86
2025-11-16,Widget B,48,576
2025-11-01,Widget A,47,1786
2025-09-04,Widget E,39,1482
2025-07-13,Widget E,24,408
2025-05-23,Widget B,24,480
2025-01-29,Widget A,19,855
2025-02-02,Widget E,18,702
2025-02-21,Widget B,40,1000
2025-02-09,Widget D,8,264
2025-10-07,Widget E,17,816
2025-09-03,Widget C,40,1000
2025-09-16,Widget A,34,1292
2025-11-09,Widget A,41,1804
2025-04-12,Widget D,22,660
2025-03-30,Widget E,11,440
2025-11-07,Widget B,35,805
2025-01-14,Widget D,35,1260
2025-03-15,Widget B,2,92
2025-03-04,Widget E,27,1269
2025-09-27,Widget A,2,74
2025-09-27,Widget A,23,897
2025-07-25,Widget B,23,1104
2025-11-05,Widget C,4,124
2025-06-05,Widget E,5,70
2025-11-08,Widget E,37,1628
2025-07-28,Widget A,36,540
2025-05-14,Widget D,45,1845
2025-02-17,Widget A,31,1302
2025-05-02,Widget C,47,2068
2025-03-26,Widget E,12,288
2025-03-15,Widget C,12,324
2025-10-17,Widget A,37,962
2025-07-18,Widget E,14,420
2025-02-11,Widget A,17,663
2025-01-30,Widget C,16,624
2025-03-23,Widget E,31,1426
2025-08-26,Widget D,25,275
2025-09-23,Widget A,29,406
2025-02-04,Widget E,23,644
2025-03-02,Widget D,48,1344
2025-07-16,Widget C,38,1368
2025-09-26,Widget C,12,408
2025-08-07,Widget E,23,644
2025-04-29,Widget B,31,837
2025-03-27,Widget D,20,340
2025-07-05,Widget C,24,1032
2025-02-10,Widget D,31,1209
2025-10-28,Widget D,50,1850
2025-04-06,Widget A,38,760
2025-10-20,Widget E,25,650
2025-12-27,Widget E,22,550
2025-04-29,Widget E,16,368
2025-01-26,Widget B,15,720
2025-01-27,Widget A,29,1334
2025-05-22,Widget B,39,1755
2025-12-01,Widget A,10,350
2025-09-20,Widget A,44,660
2025-06-10,Widget C,47,1833
2025-06-30,Widget A,49,2107
2025-01-07,Widget C,11,231
2025-09-30,Widget B,45,450
2025-12-18,Widget C,38,494
2025-07-06,Widget A,3,117
2025-08-16,Widget A,20,760
2025-12-20,Widget D,19,551
2025-01-03,Widget A,2,82
2025-04-09,Widget B,9,288
2025-07-21,Widget E,50,1600
2025-11-03,Widget E,12,192
2025-07-14,Widget D,35,665
2025-06-08,Widget E,23,897
2025-09-26,Widget D,34,680
2025-02-17,Widget C,17,714
2025-02-19,Widget A,9,189
2025-09-20,Widget A,12,168
2025-09-22,Widget E,11,484
2025-07-06,Widget E,6,102
2025-05-17,Widget D,34,1462
2025-08-14,Widget C,49,539
2025-02-22,Widget A,20,320
2025-12-15,Widget C,40,880
2025-09-15,Widget B,47,1786
2025-12-28,Widget A,11,429
2025-01-05,Widget E,7,189
2025-04-27,Widget C,50,950
2025-10-16,Widget E,47,1645
2025-05-07,Widget A,27,594
2025-09-18,Widget E,49,1225
2025-07-03,Widget B,50,2350
2025-05-09,Widget C,20,320
2025-05-04,Widget E,44,1628
2025-09-17,Widget A,5,170
2025-02-17,Widget A,21,483
2025-07-01,Widget B,44,572
2025-02-14,Widget B,27,702
2025-06-06,Widget E,35,945
2025-12-04,Widget D,41,1066
2025-09-16,Widget E,43,602
2025-08-31,Widget A,35,1190
2025-05-02,Widget A,16,768
2025-03-09,Widget D,16,704
2025-02-23,Widget B,10,150
2025-04-21,Widget C,34,1530
2025-11-08,Widget C,21,399
2025-04-24,Widget A,4,56
2025-09-14,Widget A,50,650
2025-08-02,Widget A,38,1596
2025-08-28,Widget E,40,680
2025-02-13,Widget A,5,125
2025-12-28,Widget C,35,630
2025-12-30,Widget E,29,1160
2025-02-11,Widget D,41,984
2025-12-12,Widget A,5,50
2025-11-09,Widget A,45,1350
2025-12-26,Widget D,43,559
2025-09-21,Widget E,27,810
2025-05-26,Widget A,21,546
2025-11-19,Widget B,32,1376
2025-12-14,Widget E,3,33
2025-03-21,Widget A,4,120
2025-10-18,Widget A,9,207
2025-06-01,Widget B,11,473
2025-08-15,Widget B,24,600
2025-11-17,Widget D,28,1036
2025-05-18,Widget B,45,495
2025-03-24,Widget A,45,1080
2025-07-13,Widget D,17,663
2025-03-13,Widget E,35,980
2025-11-22,Widget D,19,912
2025-04-17,Widget B,39,429
2025-11-28,Widget D,46,598
2025-08-23,Widget B,12,156
2025-09-19,Widget C,44,2200
2025-01-29,Widget D,6,90
2025-06-04,Widget E,17,272
2025-02-15,Widget D,33,1221
2025-04-11,Widget D,3,120
2025-10-26,Widget B,17,391
2025-01-07,Widget C,40,840
2025-03-08,Widget D,27,297
2025-05-23,Widget D,4,72
2025-01-15,Widget C,2,22
2025-12-16,Widget E,24,936
2025-04-11,Widget C,48,2112
2025-09-11,Widget C,6,144
2025-08-31,Widget B,10,310
2025-12-05,Widget E,7,133
2025-07-09,Widget D,43,1505
2025-11-10,Widget C,44,1496
2025-12-29,Widget C,45,1215
2025-03-06,Widget B,26,1066
2025-05-21,Widget D,6,264
2025-10-25,Widget A,6,108
2025-07-07,Widget D,29,406
2025-08-20,Widget A,26,546
2025-05-03,Widget E,50,1400
2025-11-15,Widget E,34,1088
2025-06-03,Widget B,39,1482
2025-09-07,Widget B,50,650
2025-12-27,Widget C,36,1656
2025-07-07,Widget B,4,168
2025-02-21,Widget D,48,1584
2025-12-09,Widget B,6,198
2025-07-27,Widget B,50,800
2025-10-22,Widget C,48,2064
2025-05-18,Widget B,32,1376
2025-04-04,Widget B,26,1170
2025-05-20,Widget A,15,270
2025-05-12,Widget D,43,559
2025-07-13,Widget A,4,164
2025-07-19,Widget B,33,330
2025-12-12,Widget E,9,396
2025-01-09,Widget E,48,1248
2025-08-31,Widget D,31,806
2025-02-10,Widget C,18,594
2025-04-22,Widget B,3,123
2025-10-25,Widget E,24,600
2025-05-29,Widget E,44,1364
2025-05-26,Widget B,14,406
2025-05-12,Widget B,38,608
2025-05-02,Widget B,15,555
2025-10-07,Widget D,49,1911
2025-07-31,Widget D,16,640
2025-04-11,Widget A,42,1470
2025-09-07,Widget B,42,1134
2025-09-19,Widget A,22,528
2025-02-02,Widget D,12,192
2025-07-15,Widget A,18,792
2025-11-04,Widget C,5,245
2025-11-05,Widget C,18,558
2025-01-21,Widget A,18,378
2025-11-08,Widget B,45,2070
2025-07-28,Widget C,15,600
2025-10-18,Widget A,38,1064
2025-01-27,Widget E,31,403
2025-07-30,Widget D,30,1050
2025-12-25,Widget E,5,115
2025-05-24,Widget D,12,360
2025-05-22,Widget A,27,945
2025-11-02,Widget D,26,546
2025-01-05,Widget A,2,88
2025-05-10,Widget B,24,456
2025-08-27,Widget D,13,338
2025-05-23,Widget A,18,720
2025-06-20,Widget D,50,2100
2025-12-08,Widget B,18,288
2025-12-27,Widget A,42,1134
2025-10-01,Widget C,31,930
2025-07-09,Widget E,17,697
2025-11-02,Widget E,13,624
2025-05-06,Widget D,43,1290
2025-02-15,Widget A,20,740
2025-02-11,Widget C,8,144
2025-05-11,Widget A,42,1134
2025-07-24,Widget E,40,1520
2025-04-14,Widget C,45,1080
2025-10-21,Widget E,20,200
2025-04-16,Widget E,24,984
2025-10-06,Widget D,18,342
2025-01-29,Widget E,16,592
2025-06-04,Widget E,36,648
2025-06-11,Widget D,46,2024
2025-11-12,Widget C,30,1290
2025-05-02,Widget D,11,429
2025-05-19,Widget B,1,25
2025-12-26,Widget A,5,215
2025-11-14,Widget E,13,559
2025-01-25,Widget B,39,546
2025-06-07,Widget B,40,1880
2025-09-19,Widget D,43,1290
2025-08-28,Widget A,23,299
2025-01-08,Widget C,50,1500
2025-01-13,Widget A,44,2156
2025-12-22,Widget D,15,525
2025-06-18,Widget C,19,532
2025-10-18,Widget D,39,1053
2025-12-13,Widget A,4,52
2025-10-20,Widget B,45,1440
2025-05-20,Widget D,42,1848
2025-07-01,Widget C,31,744
2025-10-10,Widget E,45,1620
2025-05-19,Widget D,31,1333
2025-07-15,Widget C,36,612
2025-07-29,Widget B,1,46
2025-06-22,Widget A,42,1848
2025-06-10,Widget D,45,1890
2025-11-03,Widget A,46,782
2025-04-10,Widget E,45,1755
2025-04-08,Widget D,8,184
2025-12-18,Widget A,46,1104
2025-10-19,Widget A,19,342
2025-05-01,Widget C,17,748
2025-03-07,Widget D,31,1240
2025-03-20,Widget B,28,364
2025-05-22,Widget C,40,1040
2025-12-23,Widget E,26,624
2025-09-28,Widget E,16,752
2025-10-16,Widget E,46,920
2025-10-06,Widget C,33,1155
2025-03-22,Widget D,46,1748
2025-06-01,Widget D,31,558
2025-11-04,Widget B,34,1530
2025-07-13,Widget C,50,950
2025-06-03,Widget E,28,1260
2025-10-14,Widget B,9,180
2025-05-16,Widget B,42,1554
2025-07-04,Widget B,39,1716
2025-04-26,Widget E,14,546
2025-02-19,Widget E,25,650
2025-12-31,Widget D,14,280
2025-08-05,Widget E,25,650
2025-10-07,Widget E,40,880
2025-09-19,Widget E,6,192
2025-03-12,Widget C,35,1050
2025-04-19,Widget A,11,121
2025-02-07,Widget C,49,490
2025-10-12,Widget B,15,555
2025-01-05,Widget C,29,1015
2025-03-10,Widget E,47,2303
2025-06-23,Widget E,34,1156
2025-06-16,Widget D,28,1344
2025-08-25,Widget D,2,50
2025-11-24,Widget B,29,841
2025-05-10,Widget D,6,78
2025-01-25,Widget D,21,336
2025-07-24,Widget D,33,1023
2025-01-20,Widget A,37,370
2025-01-12,Widget C,12,396
2025-01-19,Widget D,17,578
2025-09-27,Widget C,18,792
2025-10-14,Widget C,14,196
2025-07-08,Widget A,31,1333
2025-03-17,Widget E,7,238
2025-06-25,Widget D,3,129
2025-05-18,Widget B,31,310
2025-10-25,Widget A,44,1936
2025-01-28,Widget C,2,82
2025-05-24,Widget A,27,1323
2025-11-14,Widget B,2,70
2025-08-11,Widget A,30,1110
2025-04-25,Widget C,34,1190
2025-06-15,Widget E,16,416
2025-02-06,Widget B,31,527
2025-02-14,Widget A,34,1190
2025-01-23,Widget C,11,550
2025-05-27,Widget A,40,1200
2025-09-25,Widget E,21,840
2025-03-09,Widget E,27,1323
2025-07-23,Widget B,8,328
2025-08-13,Widget E,35,1260
2025-01-23,Widget D,20,620
2025-03-28,Widget B,24,1200
2025-05-07,Widget E,44,924
2025-01-16,Widget A,45,540
2025-10-31,Widget A,48,1440
2025-01-03,Widget B,34,986
2025-04-21,Widget E,36,1692
2025-06-02,Widget A,8,384
2025-04-01,Widget D,16,640
2025-01-24,Widget E,40,2000
2025-06-14,Widget B,48,1056
2025-03-08,Widget A,10,410
2025-09-10,Widget D,19,608
2025-12-26,Widget E,4,176
2025-10-30,Widget E,39,1053
2025-10-20,Widget D,9,360
2025-03-14,Widget C,14,672
2025-12-20,Widget B,25,275
2025-04-15,Widget B,2,90
2025-09-11,Widget B,49,1225
2025-02-17,Widget C,22,1100
2025-03-13,Widget B,35,1750
2025-12-25,Widget B,46,1196
2025-06-20,Widget A,9,342
2025-04-18,Widget C,47,752
2025-06-19,Widget B,36,900
2025-01-17,Widget A,12,384
2025-04-03,Widget A,32,1024
2025-08-16,Widget B,17,527
2025-06-06,Widget A,31,682
2025-05-07,Widget B,28,952
2025-09-30,Widget D,14,378
2025-04-25,Widget A,16,288
2025-01-18,Widget D,32,1376
2025-08-04,Widget D,45,2160
2025-07-06,Widget B,44,704
2025-10-17,Widget D,46,1334
2025-04-19,Widget A,16,624
2025-02-25,Widget C,4,60
2025-09-07,Widget A,50,800
2025-11-23,Widget A,16,192
2025-10-06,Widget E,10,120
2025-08-31,Widget A,50,2000
2025-05-24,Widget B,46,1518
2025-10-15,Widget C,38,608
2025-09-20,Widget D,50,750
2025-07-22,Widget E,43,946
2025-06-18,Widget B,24,792
2025-02-15,Widget A,15,600
2025-10-20,Widget B,1,46
2025-04-02,Widget B,37,370
2025-02-03,Widget B,7,140
2025-01-30,Widget B,45,1665
2025-06-20,Widget E,19,646
2025-11-21,Widget C,46,1748
2025-06-24,Widget C,45,1440
2025-10-05,Widget C,16,160
2025-03-03,Widget E,36,720
2025-08-12,Widget B,30,960
2025-12-28,Widget B,22,968
2025-09-09,Widget E,3,33
2025-05-05,Widget A,22,352
2025-02-10,Widget C,6,108
2025-11-13,Widget C,37,1665
2025-03-16,Widget C,50,1800
2025-11-17,Widget A,11,396
2025-06-12,Widget E,3,138
2025-07-05,Widget A,3,99
2025-08-18,Widget D,28,420
2025-10-17,Widget A,50,2300
2025-09-16,Widget E,26,728
2025-09-26,Widget C,40,1880
2025-10-04,Widget A,12,384
2025-08-12,Widget C,43,731
2025-01-03,Widget B,34,986
2025-06-06,Widget A,26,1170
2025-11-14,Widget A,37,1073
2025-06-19,Widget A,7,154
2025-12-25,Widget C,32,448
2025-03-30,Widget C,19,323
2025-07-14,Widget D,29,812
2025-06-21,Widget D,49,2058
2025-12-07,Widget B,47,1316
2025-11-16,Widget D,43,473
2025-06-30,Widget E,5,210
2025-06-23,Widget A,4,192
2025-01-07,Widget D,18,594
2025-11-15,Widget A,25,900
2025-07-23,Widget C,3,132
2025-11-27,Widget A,43,1720
2025-05-25,Widget B,3,93
2025-06-21,Widget D,4,60
2025-01-03,Widget D,17,595
2025-09-10,Widget D,50,2250
2025-02-01,Widget C,15,480
2025-05-05,Widget D,4,160
2025-07-26,Widget A,39,1833
2025-11-01,Widget D,9,306
2025-12-02,Widget C,41,574
2025-09-03,Widget E,39,585
2025-04-23,Widget D,5,160
2025-11-23,Widget B,39,1482
2025-11-11,Widget E,39,1521
2025-01-29,Widget E,15,495
2025-07-03,Widget B,26,260
2025-03-27,Widget D,17,238
2025-07-19,Widget D,38,1748
2025-11-26,Widget D,3,45
2025-02-21,Widget D,1,12
2025-10-15,Widget C,21,504
2025-05-09,Widget A,48,624
2025-02-05,Widget E,18,396
2025-05-02,Widget E,47,517
2025-12-12,Widget A,11,484
2025-09-29,Widget B,41,1804
2025-11-11,Widget B,21,756
2025-09-02,Widget E,13,195
2025-09-28,Widget A,26,936
2025-06-02,Widget D,8,104
2025-04-16,Widget A,32,1568
2025-09-11,Widget A,13,598
2025-06-27,Widget E,11,154
2025-07-30,Widget E,20,380
2025-07-18,Widget D,19,646
2025-05-29,Widget C,50,1450
2025-11-24,Widget A,11,385
2025-04-14,Widget A,18,576
2025-05-15,Widget E,30,1500
2025-03-31,Widget D,42,1722
2025-02-16,Widget A,26,858
2025-08-01,Widget C,32,608
2025-10-21,Widget E,40,1280
2025-10-18,Widget C,28,1036
2025-07-18,Widget A,3,60
2025-11-17,Widget D,3,141
2025-10-08,Widget D,5,240
2025-02-08,Widget C,29,1189
2025-07-03,Widget A,11,275
2025-06-05,Widget D,45,1620
2025-02-11,Widget E,35,525
2025-06-05,Widget A,13,299
2025-06-21,Widget A,1,29
2025-10-11,Widget C,22,682
2025-06-14,Widget E,21,546
2025-06-14,Widget A,22,594
2025-08-28,Widget E,42,840
2025-11-22,Widget E,49,1470
2025-09-10,Widget A,28,672
2025-01-18,Widget B,9,333
2025-03-14,Widget B,23,621
2025-02-06,Widget E,44,1188
2025-10-23,Widget E,17,697
2025-09-15,Widget A,6,144
2025-03-27,Widget D,26,936
2025-05-15,Widget B,9,324
2025-02-25,Widget C,19,323
2025-12-22,Widget B,43,1634
2025-04-24,Widget A,33,1617
2025-04-27,Widget A,20,340
2025-01-05,Widget C,1,28
2025-10-11,Widget E,42,1470
2025-10-10,Widget E,30,300
2025-10-16,Widget B,21,1008
2025-12-17,Widget A,7,112
2025-03-17,Widget E,44,2024
2025-06-10,Widget A,50,1300
2025-05-19,Widget B,27,810
2025-10-01,Widget E,16,240
2025-08-13,Widget D,27,1215
2025-04-08,Widget D,21,336
2025-05-08,Widget C,7,105
2025-03-02,Widget C,36,1008
2025-02-17,Widget D,13,221
2025-11-21,Widget E,25,1025
2025-09-17,Widget A,21,798
2025-03-31,Widget C,23,437
2025-08-10,Widget B,25,550
2025-09-14,Widget B,14,154
2025-01-11,Widget E,46,1656
2025-06-13,Widget E,24,1176
2025-03-27,Widget C,45,1125
2025-10-03,Widget E,8,112
2025-03-06,Widget E,23,690
2025-04-20,Widget A,16,640
2025-02-22,Widget A,17,663
2025-03-28,Widget B,34,1054
2025-01-18,Widget C,6,60
2025-11-02,Widget E,31,1550
2025-06-29,Widget D,37,1480
2025-08-13,Widget C,4,164
2025-08-13,Widget C,20,960
2025-10-15,Widget D,42,756
2025-08-30,Widget C,11,132
2025-03-31,Widget E,25,575
2025-01-09,Widget D,2,40
2025-01-25,Widget E,31,1395
2025-06-30,Widget B,45,1215
2025-01-20,Widget B,22,1100
2025-07-16,Widget B,33,495
2025-09-29,Widget E,47,658
2025-10-12,Widget B,44,1584
2025-03-04,Widget C,28,532
2025-11-15,Widget A,46,1794
2025-05-29,Widget E,26,286
2025-09-15,Widget C,26,312
2025-10-26,Widget B,14,364
2025-12-25,Widget E,30,900
2025-08-12,Widget D,12,252
2025-02-07,Widget A,6,132
2025-04-16,Widget A,33,1089
2025-05-02,Widget C,22,374
2025-11-06,Widget E,40,1600
2025-10-07,Widget A,35,1750
2025-10-04,Widget C,23,483
2025-08-05,Widget B,40,960
2025-02-16,Widget C,41,1107
2025-08-01,Widget A,18,324
2025-02-16,Widget A,13,247
2025-03-28,Widget B,47,1645
2025-06-06,Widget D,15,735
2025-08-09,Widget E,16,288
2025-04-25,Widget B,2,64
2025-07-04,Widget B,14,588
2025-03-15,Widget C,20,660
2025-10-05,Widget A,18,648
2025-09-14,Widget C,4,128
2025-11-03,Widget D,13,325
2025-07-13,Widget E,31,775
2025-06-06,Widget D,18,828
2025-08-15,Widget C,19,513
2025-10-11,Widget B,21,420
2025-11-21,Widget D,46,1978
2025-07-09,Widget E,49,1274
2025-02-23,Widget A,15,750
2025-05-28,Widget D,36,1800
2025-10-19,Widget B,40,800
2025-08-04,Widget C,21,210
2025-07-25,Widget D,37,555
2025-09-19,Widget B,7,105
2025-08-29,Widget C,24,984
2025-07-26,Widget C,34,816
2025-04-09,Widget B,32,1536
2025-07-19,Widget A,13,195
2025-10-02,Widget C,40,400
2025-04-24,Widget E,5,140
2025-03-29,Widget C,30,810
2025-07-10,Widget B,38,1862
2025-01-12,Widget B,4,116
2025-01-07,Widget E,4,136
2025-11-25,Widget B,28,392
2025-03-24,Widget E,15,180
2025-07-05,Widget C,18,810
2025-11-21,Widget A,16,320
2025-01-05,Widget B,45,2160
2025-02-12,Widget E,40,1600
2025-05-02,Widget D,3,93
2025-08-25,Widget A,13,650
2025-10-02,Widget E,28,504
2025-08-12,Widget B,36,792
2025-03-09,Widget B,21,420
2025-01-08,Widget C,45,765
2025-12-16,Widget E,16,256
2025-09-20,Widget B,30,390
2025-09-04,Widget B,35,840
2025-04-25,Widget D,42,2058
2025-10-06,Widget A,26,338
2025-01-23,Widget E,38,1748
2025-10-21,Widget D,41,451
2025-08-13,Widget E,37,481
2025-04-19,Widget E,27,1053
2025-11-15,Widget B,49,1911
2025-05-21,Widget E,3,45
2025-04-13,Widget B,8,304
2025-02-17,Widget D,3,93
2025-02-01,Widget B,14,224
2025-04-03,Widget C,12,204
2025-07-15,Widget E,49,1764
2025-12-21,Widget B,22,682
2025-07-26,Widget D,38,1596
2025-09-27,Widget B,24,240
2025-04-06,Widget A,41,1681
2025-02-04,Widget E,29,435
2025-02-09,Widget D,5,95
2025-12-25,Widget C,34,1190
2025-09-14,Widget E,37,1850
2025-05-04,Widget A,44,1892
2025-01-14,Widget E,28,280
2025-10-07,Widget D,24,384
2025-05-05,Widget D,21,420
2025-06-13,Widget E,44,1188
2025-09-03,Widget A,22,1100
2025-01-25,Widget C,22,924
2025-12-29,Widget A,47,1692
2025-01-03,Widget C,4,172
2025-06-22,Widget C,8,264
2025-05-19,Widget E,6,216
2025-10-29,Widget A,44,1012
2025-11-27,Widget A,7,189
2025-12-08,Widget D,33,1155
2025-03-28,Widget B,21,567
2025-12-15,Widget D,10,100
2025-02-21,Widget E,19,798
2025-08-04,Widget C,47,752
2025-12-03,Widget C,1,25
2025-12-17,Widget A,24,648
2025-10-30,Widget A,3,60
2025-06-24,Widget E,5,125
2025-03-30,Widget A,20,560
2025-01-29,Widget C,26,312
2025-07-03,Widget E,19,285
2025-06-02,Widget D,47,1316
2025-01-17,Widget B,24,984
2025-03-10,Widget C,40,1520
2025-08-10,Widget D,21,735
2025-02-26,Widget E,8,152
2025-06-12,Widget B,4,104
2025-03-18,Widget C,43,1333
2025-08-31,Widget D,15,345
2025-12-29,Widget D,40,960
2025-09-09,Widget A,34,1632
2025-01-24,Widget B,31,1240
2025-11-13,Widget C,11,143
2025-05-02,Widget A,43,774
2025-08-29,Widget B,24,888
2025-05-25,Widget A,32,448
2025-01-28,Widget E,35,630
2025-01-12,Widget A,32,768
2025-12-23,Widget E,4,80
2025-05-10,Widget B,25,700
2025-02-13,Widget E,43,903
2025-05-09,Widget C,41,1927
2025-01-03,Widget A,35,1470
2025-09-20,Widget C,23,506
2025-06-02,Widget D,42,2100
2025-07-19,Widget D,22,704
2025-03-18,Widget D,3,57
2025-02-24,Widget A,28,924
2025-02-06,Widget C,6,288
2025-03-08,Widget A,27,1242
2025-12-03,Widget D,8,296
2025-08-13,Widget B,38,1634
2025-01-22,Widget C,29,1102
2025-06-05,Widget E,26,728
2025-02-16,Widget E,30,480
2025-11-25,Widget B,46,1242
2025-09-09,Widget C,23,253
2025-06-20,Widget A,47,1410
2025-11-25,Widget C,45,1485
2025-03-18,Widget C,15,585
2025-04-19,Widget B,15,180
2025-02-19,Widget C,26,416
2025-08-11,Widget E,27,486
2025-01-18,Widget D,15,660
2025-09-16,Widget E,6,162
2025-07-23,Widget D,6,96
2025-09-06,Widget E,31,899
2025-04-03,Widget A,1,50
2025-03-19,Widget A,39,390
2025-03-19,Widget B,4,84
2025-12-17,Widget C,24,456
2025-05-14,Widget C,17,714
2025-02-21,Widget C,7,161
2025-07-28,Widget C,40,1480
2025-06-26,Widget D,6,132
2025-10-15,Widget B,48,2400
2025-03-10,Widget C,1,15
2025-08-03,Widget B,14,546
2025-07-13,Widget E,40,1560
2025-12-18,Widget C,17,799
2025-03-28,Widget E,25,975
2025-04-20,Widget D,46,2254
2025-10-22,Widget E,3,81
2025-01-04,Widget B,30,990
2025-12-23,Widget C,38,608
2025-06-08,Widget B,18,612
2025-02-02,Widget D,48,1248
2025-07-11,Widget B,7,105
2025-05-28,Widget C,36,972
2025-06-29,Widget A,50,600
2025-02-03,Widget E,44,1056
2025-09-20,Widget E,34,918
2025-10-27,Widget B,46,828
2025-09-22,Widget D,34,510
2025-07-15,Widget C,39,546
2025-05-08,Widget B,12,348
2025-02-16,Widget D,16,672
2025-11-02,Widget C,46,506
2025-07-26,Widget A,40,1040
2025-04-30,Widget D,11,198
2025-09-02,Widget A,19,893
2025-06-12,Widget E,8,176
2025-07-15,Widget D,26,884
2025-03-29,Widget A,10,280
2025-11-26,Widget C,20,660
2025-12-09,Widget B,24,504
2025-01-08,Widget C,17,391
2025-05-11,Widget B,40,1560
2025-07-01,Widget C,20,380
2025-09-25,Widget D,39,858
2025-12-26,Widget E,20,220
2025-06-06,Widget D,22,990
2025-01-10,Widget C,27,1269
2025-08-02,Widget B,18,270
2025-01-16,Widget C,29,638
2025-08-04,Widget D,12,516
2025-08-16,Widget A,34,850
2025-04-24,Widget E,42,1260
2025-12-29,Widget B,5,110
2025-04-03,Widget B,45,1620
2025-12-30,Widget A,31,837
2025-03-17,Widget C,19,228
2025-04-30,Widget D,8,296
2025-12-20,Widget C,1,31
2025-09-13,Widget D,26,494
2025-02-20,Widget A,18,756
2025-02-03,Widget D,10,270
2025-05-07,Widget E,21,420
2025-07-22,Widget E,20,940
2025-09-05,Widget C,17,646
2025-11-11,Widget A,28,336
2025-02-15,Widget C,19,855
2025-04-28,Widget B,15,270
2025-04-04,Widget A,38,494
2025-06-19,Widget D,48,1440
2025-10-17,Widget C,25,750
